Industry,Company,Opportunity,Candidate,Gender,Age,Race,Institution,Aggregate,Qualification,Progress,Successful,NumCandidates,Discipline_Accounting and Auditing,Discipline_Actuarial Science,Discipline_Business and Management Studies,Discipline_Computer Science,Discipline_Economics,Discipline_Electrical and Electronic Engineering,Discipline_Finance,Discipline_Information Systems,Discipline_Information Technology,Discipline_Investments,Discipline_Law,Discipline_Marketing,Discipline_Mathematics,Discipline_Other,Discipline_Risk Management,Discipline_Statistics
Banking (Commercial & Retail),Client P,29,10874,Male,29,Black,Sefako Makgatho Health Sciences University,70,Bachelor of Science (Honours),2,No,3394,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Automotive,Client G,10,3337,Female,21,Black,North-West University,54,Postgraduate Diploma,1,No,647,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legal,Client L,89,9379,Female,24,Black,University of the Free State,70,Bachelor of Laws,1,No,1861,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Retail,Client O,26,3337,Female,21,Black,North-West University,54,Postgraduate Diploma,1,No,910,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IT & Telecommunications,Client U,90,8779,Male,22,White,University of Cape Town,80,Master of Commerce,1,No,309,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
Legal,Client E,49,5879,Female,29,Black,Nelson Mandela University,80,Bachelor of Laws,1,No,1320,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,35,12472,Female,22,Coloured,Nelson Mandela University,73,Bachelor of Laws,1,No,3441,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,7,27493,Female,24,White,University of Pretoria,79,Bachelor of Laws,2,No,3323,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IT & Telecommunications,Client U,90,7086,Male,25,Black,University of the Witwatersrand,70,Bachelor of Science (Honours),1,No,309,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Banking (Commercial & Retail),Client C,81,27170,Female,31,Coloured,University of the Western Cape,71,Other,2,No,115,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Legal,Client J,13,12571,Female,22,Black,Boston City Campus and Business College,75,Bachelor of Commerce,1,No,1679,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,35,11597,Female,23,Black,University of South Africa,72,Bachelor of Laws,1,No,3441,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client L,47,4895,Male,23,Indian,The IIE's Varsity College,80,Bachelor of Laws,2,No,1979,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IT & Telecommunications,Client I,12,27494,Female,24,Black,"Moshood Abiola Polytechnic, Abeokuta",72,Higher National Diploma,1,No,2191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banking (Commercial & Retail),Client C,74,24275,Female,27,Black,University of the Witwatersrand,60,Master of Management,1,No,533,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Financial services,Client H,11,27495,Female,24,Black,University of Pretoria,83,Bachelor of Commerce,1,No,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Legal,Client L,65,1333,Female,22,Coloured,University of the Western Cape,70,Bachelor of Laws,2,No,2874,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,35,3381,Male,33,Black,University of Johannesburg,0,Master of Commerce,1,No,3441,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Legal,Client A,7,27028,Female,23,Black,University of KwaZulu-Natal,66,Bachelor of Laws,1,No,3323,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client L,16,26158,Female,21,Black,University of Pretoria,60,Bachelor of Laws,1,No,2261,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client L,53,27497,Male,33,White,University of South Africa,63,Bachelor of Laws,1,No,1850,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,61,9829,Male,22,Coloured,University of the Western Cape,65,Bachelor of Laws,1,No,1568,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client P,31,27498,Male,26,Black,Stellenbosch University,75,Master of Engineering,1,No,3361,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Legal,Client L,53,5883,Male,33,Black,University of South Africa,65,Bachelor of Laws,1,No,1850,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,37,4398,Male,23,Black,University of Limpopo,68,Bachelor of Laws,1,No,3022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Retail,Client O,26,6996,Male,23,Black,University of KwaZulu-Natal,63,Master of Commerce,1,No,910,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Banking (Commercial & Retail),Client C,98,27499,Female,24,White,University of the Witwatersrand,80,Master of Arts,4,No,141,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Banking (Commercial & Retail),Client P,31,2393,Male,22,Black,University of the Witwatersrand,69,Bachelor of Science,1,No,3361,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Chemical & Pharmaceutical,Client V,91,15857,Female,25,Black,University of South Africa,59,Advanced Diploma,1,No,388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IT & Telecommunications,Client I,88,27500,Male,23,Black,"Obafemi Awolowo University, Ile-Ife",66,Bachelor of Science,2,No,1145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banking (Commercial & Retail),Client P,31,735,Female,24,Black,University of Pretoria,66,Bachelor of Laws,2,No,3361,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,7,11552,Female,23,Black,University of the Free State,71,Bachelor of Laws,1,No,3323,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,54,3985,Female,21,Black,University of the Free State,73,Bachelor of Laws,1,No,1276,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Insurance,Client S,135,490,Female,26,Black,University of KwaZulu-Natal,65,Bachelor of Laws,2,No,209,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,35,6746,Male,26,Black,University of the Witwatersrand,78,Bachelor of Laws,1,No,3441,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Financial services,Client Z,125,9476,Female,23,Black,North-West University,80,Bachelor of Commerce,1,No,256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Banking (Commercial & Retail),Client Q,100,25160,Female,23,Black,North-West University,71,Bachelor of Commerce,1,No,413,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Banking (Commercial & Retail),Client C,72,27502,Female,23,Black,University of Limpopo,90,Bachelor of Commerce,1,No,1157,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Legal,Client F,9,2408,Female,24,Coloured,University of South Africa,65,Bachelor of Laws,1,No,1923,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,46,15787,Female,23,Black,University of Pretoria,68,Bachelor of Laws,1,No,1659,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client F,45,4428,Female,24,Black,University of South Africa,67,Bachelor of Laws,2,No,960,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Retail,Client O,26,2788,Female,23,Black,University of KwaZulu-Natal,62,Bachelor of Commerce (Honours),1,No,910,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Banking (Commercial & Retail),Client P,31,12485,Male,47,Coloured,University of South Africa,62,Master of Business Administration,2,No,3361,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Legal,Client B,85,13553,Female,26,Black,University of South Africa,65,Bachelor of Laws,1,No,842,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,7,13201,Female,26,Coloured,Stellenbosch University,65,Bachelor of Accountancy and Law,1,No,3323,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Legal,Client A,69,10280,Female,28,Black,University of Johannesburg,64,Master of Laws,1,No,3176,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client C,32,27504,Other,22,Other,University of KwaZulu-Natal,73,Bachelor of Science in Engineering,1,No,567,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Banking (Commercial & Retail),Client P,31,7351,Female,23,White,North-West University,65,Bachelor of Arts,2,No,3361,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,35,13549,Female,22,Black,University of Limpopo,69,Bachelor of Laws,1,No,3441,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Financial services,Client H,23,10285,Male,28,Black,University of Pretoria,65,Bachelor of Engineering,1,No,1110,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Legal,Client B,85,8460,Male,26,Black,University of Pretoria,73,Bachelor of Laws,1,No,842,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IT & Telecommunications,Client I,93,15446,Male,26,Black,University of Rwanda,66,Bachelor of Business Administration (Honours),3,No,264,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
IT & Telecommunications,Client I,12,27505,Male,27,Black,"Ladoke Akintola University of Technology, Ogbomoso",60,Bachelor of Technology,1,No,2191,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Banking (Commercial & Retail),Client C,73,2717,Male,26,White,University of the Witwatersrand,80,Bachelor of Laws,1,No,662,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,49,14501,Male,21,Black,University of the Western Cape,67,Bachelor of Laws,1,No,1320,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client C,107,27506,Male,23,Black,Botswana Accountancy College,76,Postgraduate Certificate,1,No,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Legal,Client J,22,17136,Female,27,Black,University of Fort Hare,77,Bachelor of Laws,2,No,1779,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Asset Management,Client N,80,27507,Male,21,Indian,Richfield Graduate Institute of Technology,80,Bachelor of Science,1,No,221,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Banking (Commercial & Retail),Client P,76,20420,Male,24,Black,University of Johannesburg,68,Bachelor of Commerce (Honours),3,No,3221,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Legal,Client L,16,13242,Female,22,Black,University of Cape Town,63,Bachelor of Laws,1,No,2261,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,46,27508,Male,26,Black,University of Limpopo,70,Bachelor of Laws,1,No,1659,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,46,27509,Female,21,Black,University of Zululand,71,Bachelor of Laws,1,No,1659,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client C,72,26535,Male,24,Black,University of KwaZulu-Natal,61,Bachelor of Science (Honours),1,No,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Retail,Client O,95,26535,Male,23,Black,University of KwaZulu-Natal,61,Bachelor of Science (Honours),1,No,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Banking (Commercial & Retail),Client P,29,6006,Male,26,Black,University of the Free State,68,Bachelor of Commerce (Honours),2,No,3394,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Banking (Commercial & Retail),Client C,42,27201,Female,22,Black,Nelson Mandela University,70,Bachelor of Commerce,1,No,595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IT & Telecommunications,Client I,12,27511,Male,26,Black,Other,57,Bachelor of Engineering,2,No,2191,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Banking (Commercial & Retail),Client C,97,27512,Female,22,Black,University of Johannesburg,67,Bachelor of Commerce,1,No,305,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legal,Client E,46,9867,Male,23,Black,University of Pretoria,70,Master of Laws,1,No,1659,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client C,66,6167,Male,25,Black,University Of Energy And Natural Resources,73,Bachelor of Science,1,No,1048,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legal,Client E,35,18683,Female,25,Indian,University of the Witwatersrand,66,Bachelor of Laws,1,No,3441,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client P,31,22244,Female,31,Black,Tshwane University of Technology,56,Bachelor of Technology,2,No,3361,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legal,Client E,46,27514,Female,20,Black,University of Cape Town,69,Bachelor of Laws,1,No,1659,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client P,76,5389,Male,25,Black,University of Johannesburg,70,Bachelor of Commerce (Honours),3,No,3221,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Legal,Client E,46,14001,Female,24,Coloured,University of the Western Cape,74,Bachelor of Laws,1,No,1659,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client F,30,11233,Female,24,Indian,University of the Free State,72,Bachelor of Laws,1,No,2735,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client P,29,27515,Female,25,Black,North-West University,65,Bachelor of Commerce,2,No,3394,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legal,Client L,16,27516,Male,24,Black,The IIE's Varsity College,56,Higher Certificate,1,No,2261,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,39,8997,Female,56,White,University of South Africa,67,Bachelor of Laws,1,No,3117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client C,32,4431,Female,23,Black,University of the Free State,73,Bachelor of Administration (Honours),1,No,567,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Legal,Client L,65,15159,Female,23,Black,University of the Witwatersrand,77,Bachelor of Commerce,1,No,2874,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client J,24,4989,Male,26,Black,University of South Africa,70,Bachelor of Laws,2,No,1180,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,20,19183,Female,22,White,University of Cape Town,66,Bachelor of Laws,1,No,1615,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client P,31,27519,Female,22,Indian,University of the Witwatersrand,66,Bachelor of Commerce,1,No,3361,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
IT & Telecommunications,Client I,67,27520,Other,21,Other,University of Johannesburg,74,Bachelor of Commerce,1,No,1002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Legal,Client A,7,8404,Male,27,Black,University of Cape Town,70,Master of Laws,1,No,3323,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client C,118,27521,Male,23,White,University of Johannesburg,58,Postgraduate Diploma,3,No,297,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Financial services,Client H,11,17094,Male,26,Black,University of Johannesburg,70,Bachelor of Science,1,No,1157,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
Insurance,Client S,130,1865,Female,21,Indian,University of KwaZulu-Natal,66,Bachelor of Business Science,2,No,587,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Legal,Client B,79,6627,Female,24,White,University of Pretoria,75,Bachelor of Laws,1,No,427,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client L,47,580,Female,25,Black,University of Pretoria,70,Bachelor of Laws,2,No,1979,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client C,98,2443,Female,25,Black,Stellenbosch University,65,Master of Commerce,3,No,141,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Legal,Client F,43,17892,Male,30,Black,University of South Africa,70,Bachelor of Laws,1,No,1261,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client R,64,10502,Male,27,Black,University of KwaZulu-Natal,66,Bachelor of Laws,1,No,342,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,46,13156,Female,21,White,Stellenbosch University,78,Bachelor of Laws,1,No,1659,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,20,1548,Male,20,Black,University of the Witwatersrand,73,Bachelor of Laws,2,No,1615,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client C,105,26978,Female,24,Black,University of Fort Hare,53,Postgraduate Diploma,1,No,272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legal,Client A,69,7758,Male,22,Black,University of the Free State,67,Bachelor of Laws,1,No,3176,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client P,31,5237,Female,22,Black,University of the Western Cape,70,Bachelor of Commerce,2,No,3361,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Legal,Client J,104,14518,Female,25,Black,University of South Africa,73,Bachelor of Laws,1,No,1157,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client C,58,10124,Male,25,Black,University of Johannesburg,76,Postgraduate Diploma,1,No,326,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Legal,Client E,35,7730,Male,23,Black,University of the Western Cape,70,Bachelor of Laws,2,No,3441,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chemical & Pharmaceutical,Client V,91,23884,Male,36,Black,Tshwane University of Technology,66,Bachelor of Technology,2,No,388,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Legal,Client A,69,3885,Male,27,Black,University of South Africa,0,Bachelor of Laws,1,No,3176,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
IT & Telecommunications,Client I,12,27523,Female,26,Black,"Federal University of Technology, Owerri",55,Bachelor of Technology,2,No,2191,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Legal,Client J,104,16774,Female,22,Indian,University of KwaZulu-Natal,84,Bachelor of Laws,2,No,1157,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client F,9,8167,Female,25,Black,Southern Business School,65,Bachelor of Commerce,1,No,1923,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client F,30,24710,Female,23,Black,University of the Free State,60,Bachelor of Laws,1,No,2735,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client C,118,27524,Male,23,Coloured,Stellenbosch University,58,Bachelor of Commerce (Honours),3,No,297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Retail,Client O,26,1425,Male,24,Black,North-West University,70,Bachelor of Commerce (Honours),1,No,910,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Banking (Commercial & Retail),Client C,72,23620,Female,22,Black,University of South Africa,75,Bachelor of Commerce,1,No,1157,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Accounting & Finance,Client D,6,4692,Male,23,Black,University of Cape Town,70,Bachelor of Commerce (Honours),1,No,129,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Legal,Client J,104,27525,Other,22,White,Stellenbosch University,74,Bachelor of Laws,2,No,1157,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,37,4164,Male,24,White,North-West University,83,Bachelor of Laws,3,No,3022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,20,16109,Female,20,Black,University of Johannesburg,65,Bachelor of Laws,1,No,1615,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,46,22285,Male,21,Black,Rhodes University,63,Bachelor of Arts,1,No,1659,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,46,14689,Female,22,Black,North-West University,90,Bachelor of Arts,1,No,1659,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client L,16,3840,Female,24,Black,University of the Free State,70,Bachelor of Laws,1,No,2261,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client P,76,27526,Male,24,Indian,University of KwaZulu-Natal,68,Bachelor of Science in Engineering,2,No,3221,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
IT & Telecommunications,Client I,12,27527,Male,22,Black,University of Benin,60,Bachelor of Science,5,No,2191,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Legal,Client E,59,8128,Male,22,Black,Nelson Mandela University,73,Bachelor of Laws,1,No,1735,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client C,17,13775,Male,23,Black,University of the Witwatersrand,62,Bachelor of Science (Honours),1,No,1075,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Legal,Client E,37,4966,Female,28,White,University of South Africa,69,Bachelor of Laws,1,No,3022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,61,12684,Female,23,Black,University of Pretoria,74,Bachelor of Laws,1,No,1568,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,69,9720,Female,24,White,University of Pretoria,74,Bachelor of Laws,1,No,3176,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Insurance,Client S,130,15291,Male,21,Black,University of Pretoria,68,Bachelor of Science,2,No,587,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Legal,Client A,7,27528,Female,23,Black,Rhodes University,65,Bachelor of Commerce,1,No,3323,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,49,203,Male,23,Black,University of South Africa,64,Bachelor of Laws,1,No,1320,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client P,31,15201,Female,23,Black,Other,72,National Senior Certificate,2,No,3361,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
IT & Telecommunications,Client I,132,27529,Male,21,Black,University of Cape Town,76,Bachelor of Commerce (Honours),3,No,77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legal,Client T,83,11507,Female,27,Black,University of Zululand,67,Bachelor of Laws,1,No,841,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,7,11916,Female,23,White,Stellenbosch University,75,Bachelor of Laws,1,No,3323,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IT & Telecommunications,Client I,12,27532,Female,24,Black,University of Port Harcourt,79,Bachelor of Science,4,No,2191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Accounting & Finance,Client D,6,27533,Male,21,Black,Stellenbosch University,61,Bachelor of Commerce,1,No,129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legal,Client F,30,5128,Male,28,Black,University of the Witwatersrand,72,Bachelor of Laws,3,No,2735,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,49,22017,Female,22,White,University of Cape Town,58,Bachelor of Laws,1,No,1320,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Financial services,Client H,11,649,Male,26,Black,University of Pretoria,69,Master of Commerce,1,No,1157,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Banking (Commercial & Retail),Client P,76,27534,Female,23,Black,University of Johannesburg,61,Bachelor of Accounting Sciences,3,No,3221,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legal,Client A,69,124,Female,27,Black,University of Pretoria,65,Bachelor of Laws,1,No,3176,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IT & Telecommunications,Client I,60,9085,Male,23,Black,University of the Witwatersrand,77,Bachelor of Science (Honours),3,No,627,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Legal,Client E,61,18228,Female,63,White,University of Fort Hare,70,Bachelor of Laws,1,No,1568,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client C,101,4556,Male,24,Black,University of the Free State,65,Bachelor of Commerce (Honours),1,No,444,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Legal,Client F,30,11396,Female,22,Asian,University of KwaZulu-Natal,79,Bachelor of Laws,2,No,2735,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IT & Telecommunications,Client I,67,17504,Female,24,Black,University of the Western Cape,70,Bachelor of Laws,3,No,1002,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client F,30,587,Female,30,Black,University of South Africa,65,Bachelor of Laws,1,No,2735,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client L,89,19806,Male,21,Black,University of the Witwatersrand,66,Bachelor of Laws,4,No,1861,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IT & Telecommunications,Client I,82,27536,Female,22,Other,"Federal University of Technology, Minna",77,Bachelor of Technology,2,No,714,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Legal,Client A,69,11096,Female,25,White,Stellenbosch University,67,Bachelor of Laws,1,No,3176,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Financial services,Client H,23,23643,Male,26,Black,University of Johannesburg,72,Bachelor of Commerce (Honours),1,No,1110,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Legal,Client T,102,17136,Female,25,Black,University of Fort Hare,77,Bachelor of Laws,1,No,171,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client L,47,3880,Female,26,Black,University of Pretoria,60,Master of Laws,1,No,1979,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client P,29,27539,Male,22,Black,Durban University of Technology,79,Advanced Diploma,2,No,3394,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legal,Client A,7,27540,Female,27,Indian,University of Johannesburg,71,Bachelor of Laws,1,No,3323,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,69,7313,Male,24,White,Stellenbosch University,61,Master of Laws,1,No,3176,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,49,22876,Female,22,Black,University of the Free State,65,Bachelor of Laws,1,No,1320,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client J,22,5285,Female,22,Black,University of Pretoria,77,Bachelor of Laws,3,No,1779,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client L,65,3867,Female,24,Black,The IIE's Varsity College,72,Bachelor of Laws,1,No,2874,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client C,40,8975,Male,23,Black,University of Limpopo,62,Bachelor of Commerce (Honours),1,No,1230,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
IT & Telecommunications,Client I,12,27542,Male,23,Black,"Federal University of Technology, Akure",66,Bachelor of Technology,1,No,2191,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
IT & Telecommunications,Client I,82,27543,Male,25,Black,"Federal University, Oye-Ekiti",83,Bachelor of Science,2,No,714,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Legal,Client E,35,7871,Female,22,Black,University of Johannesburg,65,Bachelor of Laws,1,No,3441,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,59,1805,Male,22,Black,University of South Africa,76,Bachelor of Laws,1,No,1735,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,37,11951,Female,22,Black,University of the Western Cape,73,Bachelor of Laws,1,No,3022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
